Mark,Manu,Type,Model,Serial,MTOW,engnum,Engmanu,Engtype,Engmodel,Fueltype,regType,regholdname,regholdadd1,regholdadd2,regholdSuburb,regholdState,regholdPostcode,regholdCountry,regholdCommdate,regopName,regopadd1,regopadd2,regopSuburb,regopState,regopPostcode,regopCountry,regopCommdate,Datefirstreg,gear,Airframe,CoAcata,CoAcatb,CoAcatc,Propmanu,Propmodel,Typecert,Countrymanu,Yearmanu,Regexpirydate,suspendstatus,suspenddate,ICAOtypedesig,IDERA_Authorised_Party,IDERA_Certified_Designee
VXU,THE BOEING COMPANY,,737-838,33761,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,23-Jan-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,23-Jan-14,14-Nov-03,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2003,,,,B738,,
VYA,THE BOEING COMPANY,,737-838,33762,75069,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,10-Oct-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,10-Oct-14,4-Jun-04,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2004,,,,B738,,
VYB,THE BOEING COMPANY,,737-838,33763,75069,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,10-Oct-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,10-Oct-14,4-Jun-04,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2004,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VYC,THE BOEING COMPANY,,737-838,33991,75069,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,16-Jan-15,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,16-Jan-15,11-Nov-04,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2004,,,,B738,,
VYD,THE BOEING COMPANY,,737-838,33992,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,21-Feb-17,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,21-Feb-17,28-Apr-05,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2005,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VYE,THE BOEING COMPANY,,737-838,33993,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,15-Nov-16,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,15-Nov-16,10-May-05,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2005,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VYF,THE BOEING COMPANY,,737-838,33994,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,11-Oct-17,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,11-Oct-17,31-May-05,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2005,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VYG,THE BOEING COMPANY,,737-838,33995,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,16-Jul-18,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,16-Jul-18,31-May-05,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2005,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VYH,THE BOEING COMPANY,,737-838,34180,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B26,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,1-Nov-18,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,1-Nov-18,18-Oct-05,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2005,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VYI,THE BOEING COMPANY,,737-838,34181,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,16-Jul-18,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,16-Jul-18,21-Dec-05,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2005,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VYJ,THE BOEING COMPANY,,737-838,34182,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,11-Dec-15,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,11-Dec-15,21-Dec-05,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2005,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VYK,THE BOEING COMPANY,,737-838,34183,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,26-Feb-16,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,26-Feb-16,11-Jan-06,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2005,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VYL,THE BOEING COMPANY,,737-838,34184,75296,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,2-May-16,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,2-May-16,11-Jan-06,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2005,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VYZ,THE BOEING COMPANY,,737-838,34190,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,31-Oct-18,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,31-Oct-18,31-Oct-18,,Power Driven Aeroplane,Draft,,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VZA,THE BOEING COMPANY,,737-838,34195,75069,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24/3,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,23-Dec-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,23-Dec-14,23-Jan-08,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2008,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VZB,THE BOEING COMPANY,,737-838,34196,75069,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Dec-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Dec-14,20-May-08,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2008,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VZC,THE BOEING COMPANY,,737-838,34197,75069,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Dec-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Dec-14,11-Jun-08,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2008,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VZD,THE BOEING COMPANY,,737-838,34198,75069,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,23-Dec-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,23-Dec-14,26-Jun-08,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2008,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VZE,THE BOEING COMPANY,,737-838,34199,75069,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,23-Dec-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,23-Dec-14,26-Jun-08,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2008,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VZF,THE BOEING COMPANY,,737-838,34200,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Full Registration,VH-VZF PTY LTD,Darling Park Tower 1 - Post Deal Management,201 Sussex St,SYDNEY,NSW,2000,Australia,25-Oct-17,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,25-Oct-17,5-Aug-09,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2009,,,,B738,,
VZG,THE BOEING COMPANY,,737-838,34201,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Full Registration,VH-VZG PTY LTD,"Attn: SAF Post Deal Manager, Lucianna Li/Grace Hsu",201 Sussex St,SYDNEY,NSW,2000,Australia,9-Feb-18,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,9-Feb-18,5-Aug-09,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2009,,,,B738,,
VZH,THE BOEING COMPANY,,737-838,34202,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Full Registration,VH-VZH PTY LTD,"Darling Park Tower 1, Level 26   201 Sussex St",,SYDNEY,NSW,2000,Australia,8-Mar-18,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,8-Mar-18,18-Sep-09,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2009,,,,B738,,
VZI,THE BOEING COMPANY,,737-838,34203,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,21-Nov-21,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,21-Nov-21,23-Aug-18,,Power Driven Aeroplane,Draft,,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,,
VZJ,THE BOEING COMPANY,,737-838,34185,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26E,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,11-May-18,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,11-May-18,11-May-18,,Power Driven Aeroplane,,,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VZK,THE BOEING COMPANY,,737-838,34204,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26E,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,17-Nov-21,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,17-Nov-21,12-Oct-18,,Power Driven Aeroplane,,,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,,
VZL,THE BOEING COMPANY,,737-838,34194,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24/3,Kerosene,Full Registration,"SL ALPHA CO., LTD.","1-4-14, KORAKU, BUNKYO-YU ",1/04/2014,TOKYO,,112-8574,Japan,24-Nov-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,24-Nov-14,8-Apr-11,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,,
VZM,THE BOEING COMPANY,,737-838,34192,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24/3,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,14-Apr-11,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,14-Apr-11,14-Apr-11,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VZO,THE BOEING COMPANY,,737-838,34191,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24/3,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,27-May-15,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,27-May-15,6-May-11,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VZP,THE BOEING COMPANY,,737-838,39362,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,16-Jun-15,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,16-Jun-15,6-May-11,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VZQ,THE BOEING COMPANY,,737-838,39357,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26E,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,12-Nov-18,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,12-Nov-18,12-Nov-18,,Power Driven Aeroplane,Draft,,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VZR,THE BOEING COMPANY,,737-838,34193,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Jun-15,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Jun-15,6-Jul-11,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VZS,THE BOEING COMPANY,,737-838,39358,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,24-Jul-15,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,24-Jul-15,6-Jul-11,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VZT,THE BOEING COMPANY,,737-838,34186,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Full Registration,HADAR LTD.,"1-2-1 Shibaura, Minato-ku ",,TOKYO,,0,Japan,18-Nov-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Nov-14,6-Sep-11,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,,
VZU,THE BOEING COMPANY,,737-838,34187,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Full Registration,ARCTURUS LTD,1-2-1 Shibaura Minato-ku,,TOKYO,,0,Japan,5-Nov-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,5-Nov-14,6-Sep-11,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,,
VZV,THE BOEING COMPANY,,737-838,34189,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,20-Feb-22,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,20-Feb-22,6-Sep-11,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,,
VZW,THE BOEING COMPANY,,737-838,39359,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,20-Feb-22,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,20-Feb-22,22-Sep-11,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,,
VZX,THE BOEING COMPANY,,737-838,34188,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Nov-11,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Nov-11,29-Nov-11,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
VZY,THE BOEING COMPANY,,737-838,39363,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24/3,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,9-May-22,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,9-May-22,29-Nov-11,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,,
VZZ,THE BOEING COMPANY,,737-838,39445,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26,Kerosene,Full Registration,AWAS 39445 LIMITED,,,,,,,10-Jul-13,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,10-Jul-13,29-Nov-11,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2011,,,,B738,,
XMB,THE BOEING COMPANY,,737-376,23478,61236,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-3C-1,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,21-Dec-06,EXPRESS FREIGHTERS AUSTRALIA PTY LIMITED,C/o QCA1,10 Bourke Rd,MASCOT,NSW,2020,Australia,4-Jun-13,25-Jul-86,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,1986,,,,B733,,
XML,THE BOEING COMPANY,,737-376,23486,61236,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-3C-1,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,4-Sep-06,EXPRESS FREIGHTERS AUSTRALIA PTY LIMITED,C/o QCA1,10 Bourke Rd,MASCOT,NSW,2020,Australia,4-Jun-13,1-Dec-86,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,1986,,,,B733,,
XMO,THE BOEING COMPANY,,737-376,23488,61236,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-3C-1,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,26-Apr-06,EXPRESS FREIGHTERS AUSTRALIA PTY LIMITED,C/o QCA1,10 Bourke Rd,MASCOT,NSW,2020,Australia,4-Jun-13,6-Apr-87,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,1987,,,,B733,,
XMR,THE BOEING COMPANY,,737-376,23490,61236,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-3C-1,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,19-Jun-06,EXPRESS FREIGHTERS AUSTRALIA PTY LIMITED,C/o QCA1,10 Bourke Rd,MASCOT,NSW,2020,Australia,4-Jun-13,17-Jun-87,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,1987,,,,B733,,
XNH,THE BOEING COMPANY,,737-4S3,24796,65030,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-3C-1,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,26-Apr-17,EXPRESS FREIGHTERS AUSTRALIA PTY LIMITED,C/o QCA1,10 Bourke Rd,MASCOT,NSW,2020,Australia,26-Apr-17,26-Apr-17,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,1990,,,,B734,,
XNI,AIRBUS,,A320-232,4914,77000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,25-Jan-22,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,25-Jan-22,25-Jan-22,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,EASA.A.064,France,2011,,,,A320,,
XNJ,AIRBUS INDUSTRIE,,A320-232,5323,77000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,14-Jan-22,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,14-Jan-22,14-Jan-22,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,EASA.A.064,France,2012,,,,A320,,
XNN,AIRBUS INDUSTRIE,,A320-232,4872,77000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,25-Feb-22,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,25-Feb-22,25-Feb-22,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2011,,,,A320,,
XNP,AIRBUS,,A320-232,5708,77000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,23-May-22,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,23-May-22,23-May-22,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,EASA.A.064,France,2013,,,,A320,,
